receptor_name,ligand_name,scores
7b2z,179337_config_A_SQW_out1.pdbqt,10.2
7b2z,2088_config_A_SQW_out1.pdbqt,-4.9
7b2z,216416_config_A_SQW_out1.pdbqt,10.1
7b2z,223368_config_A_SQW_out1.pdbqt,-6.9
7b2z,25022354_config_A_DMS_out1.pdbqt,-2
7b2z,3001028_config_A_SQW_out1.pdbqt,-3.5
7b2z,44137686_config_A_SQW_out1.pdbqt,-6
7b2z,444008_config_A_SQW_out1.pdbqt,2.8
7b2z,5035_config_A_SQW_out1.pdbqt,13.5
7b2z,5280795_config_A_SQW_out1.pdbqt,9
7b2z,5280933_config_A_SQW_out1.pdbqt,-5.9
7b2z,5282367_config_A_SQW_out1.pdbqt,4.4
7b2z,5283731_config_A_SQW_out1.pdbqt,8.6
7b2z,57398987_config_A_SQW_out1.pdbqt,-3.6
7b2z,5757_config_A_SQW_out1.pdbqt,-7.5
7b2z,5870_config_A_SQW_out1.pdbqt,-7.7
7b2z,5878_config_A_SQW_out1.pdbqt,-1.5
7b2z,5881_config_A_SQW_out1.pdbqt,-4
7b2z,5991_config_A_SQW_out1.pdbqt,-2.5
7b2z,60852_config_A_SQW_out1.pdbqt,-4.2
7b2z,6230_config_A_SQW_out1.pdbqt,-0.1
7b2z,6279_config_A_SQW_out1.pdbqt,14.2
7b2z,68873_config_A_SQW_out1.pdbqt,10.5
7b2z,6918141_config_A_SQW_out1.pdbqt,14.9
7b2z,6918182_config_A_SQW_out1.pdbqt,-3.4
7b2z,6918446_config_A_SQW_out1.pdbqt,1.5
7b2z,6918602_config_A_SQW_out1.pdbqt,33.4
7b2z,9290_config_A_SQW_out1.pdbqt,-4.9
7b2z,9677_config_A_SQW_out1.pdbqt,6.7
7b37,10152654_config_A_NAG_out1.pdbqt,-4.1
7b37,10201696_config_A_NAG_out1.pdbqt,-3.7
7b37,10313457_config_A_SRK_out1.pdbqt,-4
7b37,10345214_config_A_NAG_out1.pdbqt,-4.8
7b37,130956_config_A_NAG_out1.pdbqt,-4.2
7b37,13109_config_A_NAG_out1.pdbqt,-5.6
7b37,13388558_config_A_DMS_out1.pdbqt,-4.1
7b37,154257_config_A_NAG_out1.pdbqt,-4.4
7b37,16750192_config_A_NAG_out1.pdbqt,-5.3
7b37,176405_config_A_NAG_out1.pdbqt,-3.4
7b37,179337_config_A_NAG_out1.pdbqt,-5
7b37,2088_config_A_SRK_out1.pdbqt,-4.5
7b37,216416_config_A_NAG_out1.pdbqt,-5.5
7b37,223368_config_A_SRK_out1.pdbqt,-7.5
7b37,25022354_config_A_NAG_out1.pdbqt,-4.3
7b37,3001028_config_A_NAG_out1.pdbqt,-6.3
7b37,44137686_config_A_SRK_out1.pdbqt,-8.3
7b37,444008_config_A_NAG_out1.pdbqt,-6.2
7b37,5035_config_A_NAG_out1.pdbqt,-5.7
7b37,5280795_config_A_NAG_out1.pdbqt,-5
7b37,5280933_config_A_SRK_out1.pdbqt,-8.1
7b37,5282367_config_A_NAG_out1.pdbqt,-4.3
7b37,5283731_config_A_NAG_out1.pdbqt,-4.7
7b37,57398987_config_A_SRK_out1.pdbqt,-5.2
7b37,5757_config_A_SRK_out1.pdbqt,-8.6
7b37,5870_config_A_SRK_out1.pdbqt,-8.6
7b37,5878_config_A_NAG_out1.pdbqt,-5.8
7b37,5881_config_A_NAG_out1.pdbqt,-5.6
7b37,5991_config_A_NAG_out1.pdbqt,-6
7b37,60852_config_A_SRK_out1.pdbqt,-5.6
7b37,6230_config_A_NAG_out1.pdbqt,-5.6
7b37,6279_config_A_NAG_out1.pdbqt,-4.8
7b37,68873_config_A_NAG_out1.pdbqt,-5.9
7b37,6918141_config_A_NAG_out1.pdbqt,-4
7b37,6918182_config_A_SRK_out1.pdbqt,-4.6
7b37,6918446_config_A_NAG_out1.pdbqt,-4.6
7b37,6918602_config_A_NAG_out1.pdbqt,-5
7b37,9290_config_A_DMS_out1.pdbqt,-4.7
7b37,9677_config_A_NAG_out1.pdbqt,-4.3
7b3f,10152654_config_A_NAG_out1.pdbqt,-3.8
7b3f,10201696_config_A_NAG_out1.pdbqt,-4.2
7b3f,10313457_config_A_DMS_out1.pdbqt,-3.9
7b3f,10345214_config_A_NAG_out1.pdbqt,-4.7
7b3f,130956_config_A_SRK_out1.pdbqt,-4.6
7b3f,13109_config_A_NAG_out1.pdbqt,-5.6
7b3f,13388558_config_A_DMS_out1.pdbqt,-4.2
7b3f,154257_config_A_NAG_out1.pdbqt,-5.1
7b3f,16750192_config_A_SRK_out1.pdbqt,-5.8
7b3f,176405_config_A_NAG_out1.pdbqt,-3.4
7b3f,179337_config_A_NAG_out1.pdbqt,-4.9
7b3f,2088_config_A_SRK_out1.pdbqt,-4.4
7b3f,216416_config_A_NAG_out1.pdbqt,-5.3
7b3f,223368_config_A_SRK_out1.pdbqt,-8.7
7b3f,25022354_config_A_NAG_out1.pdbqt,-4.9
7b3f,3001028_config_A_SRK_out1.pdbqt,-8.1
7b3f,44137686_config_A_SRK_out1.pdbqt,-7.6
7b3f,444008_config_A_NAG_out1.pdbqt,-6.1
7b3f,5035_config_A_NAG_out1.pdbqt,-5.4
7b3f,5280795_config_A_NAG_out1.pdbqt,-5
7b3f,5280933_config_A_SRK_out1.pdbqt,-8.2
7b3f,5282367_config_A_NAG_out1.pdbqt,-4.1
7b3f,5283731_config_A_NAG_out1.pdbqt,-4.9
7b3f,57398987_config_A_SRK_out1.pdbqt,-7.1
7b3f,5757_config_A_SRK_out1.pdbqt,-10.2
7b3f,5870_config_A_SRK_out1.pdbqt,-10.4
7b3f,5878_config_A_SRK_out1.pdbqt,-6.4
7b3f,5881_config_A_NAG_out1.pdbqt,-5.7
7b3f,5991_config_A_NAG_out1.pdbqt,-6.1
7b3f,60852_config_A_SRK_out1.pdbqt,-5.5
7b3f,6230_config_A_NAG_out1.pdbqt,-5.7
7b3f,6279_config_A_NAG_out1.pdbqt,-4.8
7b3f,68873_config_A_NAG_out1.pdbqt,-6
7b3f,6918141_config_A_NAG_out1.pdbqt,-4.2
7b3f,6918182_config_A_SRK_out1.pdbqt,-4.3
7b3f,6918446_config_A_NAG_out1.pdbqt,-4.8
7b3f,6918602_config_A_NAG_out1.pdbqt,-5.2
7b3f,9290_config_A_SRK_out1.pdbqt,-4.9
7b3f,9677_config_A_NAG_out1.pdbqt,-4.2
7cx2,10152654_config_R_P2E_out1.pdbqt,-6.9
7cx2,10201696_config_R_P2E_out1.pdbqt,-8.6
7cx2,10313457_config_R_P2E_out1.pdbqt,-4.6
7cx2,10345214_config_R_P2E_out1.pdbqt,-9
7cx2,130956_config_R_P2E_out1.pdbqt,-7.6
7cx2,13109_config_R_P2E_out1.pdbqt,-7.7
7cx2,13388558_config_R_P2E_out1.pdbqt,-5.1
7cx2,154257_config_R_P2E_out1.pdbqt,-6.5
7cx2,16750192_config_R_P2E_out1.pdbqt,-9.7
7cx2,176405_config_R_P2E_out1.pdbqt,-2.5
7cx2,179337_config_R_P2E_out1.pdbqt,-7.2
7cx2,2088_config_R_P2E_out1.pdbqt,-6.2
7cx2,216416_config_R_P2E_out1.pdbqt,-5.4
7cx2,223368_config_R_P2E_out1.pdbqt,-9
7cx2,25022354_config_R_P2E_out1.pdbqt,-8.8
7cx2,3001028_config_R_P2E_out1.pdbqt,-10.5
7cx2,44137686_config_R_P2E_out1.pdbqt,-8.6
7cx2,444008_config_R_P2E_out1.pdbqt,-8.6
7cx2,5035_config_R_P2E_out1.pdbqt,-7.6
7cx2,5280795_config_R_P2E_out1.pdbqt,-8.8
7cx2,5280933_config_R_P2E_out1.pdbqt,-6.8
7cx2,5282367_config_R_P2E_out1.pdbqt,-8.8
7cx2,5283731_config_R_P2E_out1.pdbqt,-8.5
7cx2,57398987_config_R_P2E_out1.pdbqt,-7.5
7cx2,5757_config_R_P2E_out1.pdbqt,-9.2
7cx2,5870_config_R_P2E_out1.pdbqt,-9.1
7cx2,5878_config_R_P2E_out1.pdbqt,-9.7
7cx2,5881_config_R_P2E_out1.pdbqt,-9
7cx2,5991_config_R_P2E_out1.pdbqt,-9.6
7cx2,60852_config_R_P2E_out1.pdbqt,-6.6
7cx2,6230_config_R_P2E_out1.pdbqt,-9.7
7cx2,6279_config_R_P2E_out1.pdbqt,-5.9
7cx2,68873_config_R_P2E_out1.pdbqt,-10.3
7cx2,6918141_config_R_P2E_out1.pdbqt,-8.2
7cx2,6918182_config_R_P2E_out1.pdbqt,-7.1
7cx2,6918446_config_R_P2E_out1.pdbqt,-9.6
7cx2,6918602_config_R_P2E_out1.pdbqt,-4.4
7cx2,9290_config_R_P2E_out1.pdbqt,-5.8
7cx2,9677_config_R_P2E_out1.pdbqt,-8.3
7cx3,10152654_config_R_GNO_out1.pdbqt,-9.1
7cx3,10201696_config_R_GNO_out1.pdbqt,-9
7cx3,10313457_config_R_GNO_out1.pdbqt,-4.3
7cx3,10345214_config_R_GNO_out1.pdbqt,-9.6
7cx3,130956_config_R_GNO_out1.pdbqt,-7.3
7cx3,13109_config_R_GNO_out1.pdbqt,-9.1
7cx3,13388558_config_R_GNO_out1.pdbqt,-4.8
7cx3,154257_config_R_GNO_out1.pdbqt,-8.6
7cx3,16750192_config_R_GNO_out1.pdbqt,-10.1
7cx3,176405_config_R_GNO_out1.pdbqt,-7.1
7cx3,179337_config_R_GNO_out1.pdbqt,-9.4
7cx3,2088_config_R_GNO_out1.pdbqt,-6
7cx3,216416_config_R_GNO_out1.pdbqt,-8.3
7cx3,223368_config_R_GNO_out1.pdbqt,-9.3
7cx3,25022354_config_R_GNO_out1.pdbqt,-9.3
7cx3,3001028_config_R_GNO_out1.pdbqt,-9.5
7cx3,44137686_config_R_GNO_out1.pdbqt,-8.7
7cx3,444008_config_R_GNO_out1.pdbqt,-8.9
7cx3,5035_config_R_GNO_out1.pdbqt,-9.1
7cx3,5280795_config_R_GNO_out1.pdbqt,-9.5
7cx3,5280933_config_R_GNO_out1.pdbqt,-6.3
7cx3,5282367_config_R_GNO_out1.pdbqt,-9.8
7cx3,5283731_config_R_GNO_out1.pdbqt,-8.9
7cx3,57398987_config_R_GNO_out1.pdbqt,-7.6
7cx3,5757_config_R_GNO_out1.pdbqt,-9.3
7cx3,5870_config_R_GNO_out1.pdbqt,-9.6
7cx3,5878_config_R_GNO_out1.pdbqt,-9
7cx3,5881_config_R_GNO_out1.pdbqt,-9
7cx3,5991_config_R_GNO_out1.pdbqt,-9.2
7cx3,60852_config_R_GNO_out1.pdbqt,-6.6
7cx3,6230_config_R_GNO_out1.pdbqt,-9.3
7cx3,6279_config_R_GNO_out1.pdbqt,-9.7
7cx3,68873_config_R_GNO_out1.pdbqt,-10.1
7cx3,6918141_config_R_GNO_out1.pdbqt,-9.1
7cx3,6918182_config_R_GNO_out1.pdbqt,-7.1
7cx3,6918446_config_R_GNO_out1.pdbqt,-9.6
7cx3,6918602_config_R_GNO_out1.pdbqt,-9.4
7cx3,9290_config_R_GNO_out1.pdbqt,-5.6
7cx3,9677_config_R_GNO_out1.pdbqt,-8.4
7cx4,10152654_config_R_GM9_out1.pdbqt,-8.1
7cx4,10201696_config_R_GM9_out1.pdbqt,-8.9
7cx4,10313457_config_R_GM9_out1.pdbqt,-4.3
7cx4,10345214_config_R_GM9_out1.pdbqt,-9.5
7cx4,130956_config_R_GM9_out1.pdbqt,-7.6
7cx4,13109_config_R_GM9_out1.pdbqt,-9.3
7cx4,13388558_config_R_GM9_out1.pdbqt,-5.2
7cx4,154257_config_R_GM9_out1.pdbqt,-9.1
7cx4,16750192_config_R_GM9_out1.pdbqt,-9.8
7cx4,176405_config_R_GM9_out1.pdbqt,-6.3
7cx4,179337_config_R_GM9_out1.pdbqt,-9.1
7cx4,2088_config_R_GM9_out1.pdbqt,-6.1
7cx4,216416_config_R_GM9_out1.pdbqt,-8.6
7cx4,223368_config_R_GM9_out1.pdbqt,-9.3
7cx4,25022354_config_R_GM9_out1.pdbqt,-9.2
7cx4,3001028_config_R_GM9_out1.pdbqt,-9.6
7cx4,44137686_config_R_GM9_out1.pdbqt,-8.7
7cx4,444008_config_R_GM9_out1.pdbqt,-9.2
7cx4,5035_config_R_GM9_out1.pdbqt,-9.6
7cx4,5280795_config_R_GM9_out1.pdbqt,-9.4
7cx4,5280933_config_R_GM9_out1.pdbqt,-6.4
7cx4,5282367_config_R_GM9_out1.pdbqt,-9.7
7cx4,5283731_config_R_GM9_out1.pdbqt,-9.2
7cx4,57398987_config_R_GM9_out1.pdbqt,-7.6
7cx4,5757_config_R_GM9_out1.pdbqt,-9.1
7cx4,5870_config_R_GM9_out1.pdbqt,-9
7cx4,5878_config_R_GM9_out1.pdbqt,-9.1
7cx4,5881_config_R_GM9_out1.pdbqt,-9.1
7cx4,5991_config_R_GM9_out1.pdbqt,-9.9
7cx4,60852_config_R_GM9_out1.pdbqt,-6.8
7cx4,6230_config_R_GM9_out1.pdbqt,-9.7
7cx4,6279_config_R_GM9_out1.pdbqt,-9.2
7cx4,68873_config_R_GM9_out1.pdbqt,-10.3
7cx4,6918141_config_R_GM9_out1.pdbqt,-9.4
7cx4,6918182_config_R_GM9_out1.pdbqt,-7.4
7cx4,6918446_config_R_GM9_out1.pdbqt,-9.8
7cx4,6918602_config_R_GM9_out1.pdbqt,-8.7
7cx4,9290_config_R_GM9_out1.pdbqt,-6
7cx4,9677_config_R_GM9_out1.pdbqt,-9.5
7qbl,10152654_config_A_A0U_out1.pdbqt,-6.1
7qbl,10201696_config_A_A0U_out1.pdbqt,-5.5
7qbl,10313457_config_A_A0U_out1.pdbqt,-3.6
7qbl,10345214_config_A_A0U_out1.pdbqt,-6.4
7qbl,130956_config_A_A0U_out1.pdbqt,-5.6
7qbl,13109_config_A_A0U_out1.pdbqt,-5.6
7qbl,13388558_config_A_A0U_out1.pdbqt,-4
7qbl,154257_config_A_A0U_out1.pdbqt,-7.4
7qbl,16750192_config_A_A0U_out1.pdbqt,-6.7
7qbl,176405_config_A_A0U_out1.pdbqt,-5.2
7qbl,179337_config_A_A0U_out1.pdbqt,-6.3
7qbl,2088_config_A_A0U_out1.pdbqt,-4.5
7qbl,216416_config_A_A0U_out1.pdbqt,-6.7
7qbl,223368_config_A_A0U_out1.pdbqt,-5.9
7qbl,25022354_config_A_A0U_out1.pdbqt,-6.6
7qbl,3001028_config_A_A0U_out1.pdbqt,-6.2
7qbl,44137686_config_A_A0U_out1.pdbqt,-6.2
7qbl,444008_config_A_A0U_out1.pdbqt,-5.9
7qbl,5035_config_A_A0U_out1.pdbqt,-7.1
7qbl,5280795_config_A_A0U_out1.pdbqt,-5.9
7qbl,5280933_config_A_A0U_out1.pdbqt,-4.5
7qbl,5282367_config_A_A0U_out1.pdbqt,-6.6
7qbl,5283731_config_A_A0U_out1.pdbqt,-6.1
7qbl,57398987_config_A_A0U_out1.pdbqt,-5.5
7qbl,5757_config_A_A0U_out1.pdbqt,-5.7
7qbl,5870_config_A_A0U_out1.pdbqt,-6
7qbl,5878_config_A_A0U_out1.pdbqt,-6
7qbl,5881_config_A_A0U_out1.pdbqt,-5.9
7qbl,5991_config_A_A0U_out1.pdbqt,-5.9
7qbl,60852_config_A_A0U_out1.pdbqt,-5
7qbl,6230_config_A_A0U_out1.pdbqt,-6.5
7qbl,6279_config_A_A0U_out1.pdbqt,-6
7qbl,68873_config_A_A0U_out1.pdbqt,-6.4
7qbl,6918141_config_A_A0U_out1.pdbqt,-5.7
7qbl,6918182_config_A_A0U_out1.pdbqt,-5.3
7qbl,6918446_config_A_A0U_out1.pdbqt,-6.8
7qbl,6918602_config_A_A0U_out1.pdbqt,-7.2
7qbl,9290_config_A_A0U_out1.pdbqt,-4.7
7qbl,9677_config_A_A0U_out1.pdbqt,-5.7
7qbm,10152654_config_A_A0U_out1.pdbqt,-7.1
7qbm,10201696_config_A_A0U_out1.pdbqt,-6.3
7qbm,10313457_config_A_A0U_out1.pdbqt,-3.6
7qbm,10345214_config_A_A0U_out1.pdbqt,-7.7
7qbm,130956_config_A_A0U_out1.pdbqt,-6.2
7qbm,13109_config_A_A0U_out1.pdbqt,-6.6
7qbm,13388558_config_A_A0U_out1.pdbqt,-4.2
7qbm,154257_config_A_A0U_out1.pdbqt,-7.2
7qbm,16750192_config_A_A0U_out1.pdbqt,-7.1
7qbm,176405_config_A_A0U_out1.pdbqt,-5.4
7qbm,179337_config_A_A0U_out1.pdbqt,-7.5
7qbm,2088_config_A_A0U_out1.pdbqt,-4.7
7qbm,216416_config_A_A0U_out1.pdbqt,-7.1
7qbm,223368_config_A_A0U_out1.pdbqt,-6.7
7qbm,25022354_config_A_A0U_out1.pdbqt,-7.4
7qbm,3001028_config_A_A0U_out1.pdbqt,-7
7qbm,44137686_config_A_A0U_out1.pdbqt,-7.2
7qbm,444008_config_A_A0U_out1.pdbqt,-6.1
7qbm,5035_config_A_A0U_out1.pdbqt,-6.6
7qbm,5280795_config_A_A0U_out1.pdbqt,-7
7qbm,5280933_config_A_A0U_out1.pdbqt,-5.3
7qbm,5282367_config_A_A0U_out1.pdbqt,-7.8
7qbm,5283731_config_A_A0U_out1.pdbqt,-7.3
7qbm,57398987_config_A_A0U_out1.pdbqt,-6.2
7qbm,5757_config_A_A0U_out1.pdbqt,-6.7
7qbm,5870_config_A_A0U_out1.pdbqt,-6.6
7qbm,5878_config_A_A0U_out1.pdbqt,-6.7
7qbm,5881_config_A_A0U_out1.pdbqt,-7
7qbm,5991_config_A_A0U_out1.pdbqt,-6.3
7qbm,60852_config_A_A0U_out1.pdbqt,-5.7
7qbm,6230_config_A_A0U_out1.pdbqt,-6.7
7qbm,6279_config_A_A0U_out1.pdbqt,-6.4
7qbm,68873_config_A_A0U_out1.pdbqt,-7.2
7qbm,6918141_config_A_A0U_out1.pdbqt,-6.9
7qbm,6918182_config_A_A0U_out1.pdbqt,-5.5
7qbm,6918446_config_A_A0U_out1.pdbqt,-7.9
7qbm,6918602_config_A_A0U_out1.pdbqt,-7.3
7qbm,9290_config_A_A0U_out1.pdbqt,-4.7
7qbm,9677_config_A_A0U_out1.pdbqt,-6.6
7qbn,10152654_config_A_9ZG_out1.pdbqt,-7.9
7qbn,10201696_config_A_9ZG_out1.pdbqt,-6.5
7qbn,10313457_config_A_9ZG_out1.pdbqt,-3.5
7qbn,10345214_config_A_9ZG_out1.pdbqt,-7.1
7qbn,130956_config_A_9ZG_out1.pdbqt,-5.4
7qbn,13109_config_A_9ZG_out1.pdbqt,-6.3
7qbn,13388558_config_A_9ZG_out1.pdbqt,-4
7qbn,154257_config_A_9ZG_out1.pdbqt,-7
7qbn,16750192_config_A_9ZG_out1.pdbqt,-6.9
7qbn,176405_config_A_9ZG_out1.pdbqt,-5.5
7qbn,179337_config_A_9ZG_out1.pdbqt,-6.4
7qbn,2088_config_A_9ZG_out1.pdbqt,-4.5
7qbn,216416_config_A_9ZG_out1.pdbqt,-6.8
7qbn,223368_config_A_9ZG_out1.pdbqt,-6.3
7qbn,25022354_config_A_9ZG_out1.pdbqt,-6.4
7qbn,3001028_config_A_9ZG_out1.pdbqt,-6.5
7qbn,44137686_config_A_9ZG_out1.pdbqt,-6
7qbn,444008_config_A_9ZG_out1.pdbqt,-6.2
7qbn,5035_config_A_9ZG_out1.pdbqt,-6.7
7qbn,5280795_config_A_9ZG_out1.pdbqt,-6.7
7qbn,5280933_config_A_9ZG_out1.pdbqt,-5
7qbn,5282367_config_A_9ZG_out1.pdbqt,-5.3
7qbn,5283731_config_A_9ZG_out1.pdbqt,-6.6
7qbn,57398987_config_A_9ZG_out1.pdbqt,-5.9
7qbn,5757_config_A_9ZG_out1.pdbqt,-6
7qbn,5870_config_A_9ZG_out1.pdbqt,-6.1
7qbn,5878_config_A_9ZG_out1.pdbqt,-6.1
7qbn,5881_config_A_9ZG_out1.pdbqt,-5.9
7qbn,5991_config_A_9ZG_out1.pdbqt,-6.1
7qbn,60852_config_A_9ZG_out1.pdbqt,-4.7
7qbn,6230_config_A_9ZG_out1.pdbqt,-6.6
7qbn,6279_config_A_9ZG_out1.pdbqt,-5.8
7qbn,68873_config_A_9ZG_out1.pdbqt,-7.4
7qbn,6918141_config_A_9ZG_out1.pdbqt,-6.1
7qbn,6918182_config_A_9ZG_out1.pdbqt,-4.8
7qbn,6918446_config_A_9ZG_out1.pdbqt,-6.2
7qbn,6918602_config_A_9ZG_out1.pdbqt,-8.2
7qbn,9290_config_A_9ZG_out1.pdbqt,-4.3
7qbn,9677_config_A_9ZG_out1.pdbqt,-6.1
7qbo,10152654_config_A_9ZG_out1.pdbqt,-8.1
7qbo,10201696_config_A_9ZG_out1.pdbqt,-6.5
7qbo,10313457_config_A_EDO_out1.pdbqt,-3.7
7qbo,10345214_config_A_9ZG_out1.pdbqt,-6.3
7qbo,130956_config_A_9ZG_out1.pdbqt,-6
7qbo,13109_config_A_9ZG_out1.pdbqt,-7
7qbo,13388558_config_A_EDO_out1.pdbqt,-4.3
7qbo,154257_config_A_9ZG_out1.pdbqt,-7.1
7qbo,16750192_config_A_9ZG_out1.pdbqt,-7.5
7qbo,176405_config_A_9ZG_out1.pdbqt,-5.5
7qbo,179337_config_A_9ZG_out1.pdbqt,-7.1
7qbo,2088_config_A_EDO_out1.pdbqt,-5.1
7qbo,216416_config_A_9ZG_out1.pdbqt,-7.3
7qbo,223368_config_A_9ZG_out1.pdbqt,-7
7qbo,25022354_config_A_9ZG_out1.pdbqt,-6.8
7qbo,3001028_config_A_9ZG_out1.pdbqt,-7.1
7qbo,44137686_config_A_9ZG_out1.pdbqt,-6.5
7qbo,444008_config_A_9ZG_out1.pdbqt,-6.3
7qbo,5035_config_A_9ZG_out1.pdbqt,-7.3
7qbo,5280795_config_A_9ZG_out1.pdbqt,-7.2
7qbo,5280933_config_A_9ZG_out1.pdbqt,-4.7
7qbo,5282367_config_A_9ZG_out1.pdbqt,-6.4
7qbo,5283731_config_A_9ZG_out1.pdbqt,-7.6
7qbo,57398987_config_A_9ZG_out1.pdbqt,-6.5
7qbo,5757_config_A_9ZG_out1.pdbqt,-6.5
7qbo,5870_config_A_9ZG_out1.pdbqt,-6.8
7qbo,5878_config_A_9ZG_out1.pdbqt,-7
7qbo,5881_config_A_9ZG_out1.pdbqt,-6.7
7qbo,5991_config_A_9ZG_out1.pdbqt,-6.6
7qbo,60852_config_A_9ZG_out1.pdbqt,-5.6
7qbo,6230_config_A_9ZG_out1.pdbqt,-6.9
7qbo,6279_config_A_9ZG_out1.pdbqt,-6.2
7qbo,68873_config_A_9ZG_out1.pdbqt,-6.9
7qbo,6918141_config_A_9ZG_out1.pdbqt,-6.7
7qbo,6918182_config_A_9ZG_out1.pdbqt,-5.6
7qbo,6918446_config_A_9ZG_out1.pdbqt,-7.2
7qbo,6918602_config_A_9ZG_out1.pdbqt,-8.2
7qbo,9290_config_A_EDO_out1.pdbqt,-4.9
7qbo,9677_config_A_9ZG_out1.pdbqt,-5.8
7wox,10152654_config_A_5YW_out1.pdbqt,-7.6
7wox,10201696_config_A_5YW_out1.pdbqt,-6.9
7wox,10313457_config_A_5YW_out1.pdbqt,-3.9
7wox,10345214_config_A_5YW_out1.pdbqt,-7.8
7wox,130956_config_A_5YW_out1.pdbqt,-6
7wox,13109_config_A_5YW_out1.pdbqt,-8.1
7wox,13388558_config_A_5YW_out1.pdbqt,-4.1
7wox,154257_config_A_5YW_out1.pdbqt,-8.6
7wox,16750192_config_A_5YW_out1.pdbqt,-8.6
7wox,176405_config_A_5YW_out1.pdbqt,-6.6
7wox,179337_config_A_5YW_out1.pdbqt,-8
7wox,2088_config_A_5YW_out1.pdbqt,-4.2
7wox,216416_config_A_5YW_out1.pdbqt,-8.1
7wox,223368_config_A_5YW_out1.pdbqt,-7.7
7wox,25022354_config_A_5YW_out1.pdbqt,-7.1
7wox,3001028_config_A_5YW_out1.pdbqt,-8.4
7wox,44137686_config_A_5YW_out1.pdbqt,-7.5
7wox,444008_config_A_5YW_out1.pdbqt,-7.9
7wox,5035_config_A_5YW_out1.pdbqt,-8.5
7wox,5280795_config_A_5YW_out1.pdbqt,-6.9
7wox,5280933_config_A_5YW_out1.pdbqt,-5.4
7wox,5282367_config_A_5YW_out1.pdbqt,-7.2
7wox,5283731_config_A_5YW_out1.pdbqt,-7.2
7wox,57398987_config_A_5YW_out1.pdbqt,-6.1
7wox,5757_config_A_5YW_out1.pdbqt,-7.8
7wox,5870_config_A_5YW_out1.pdbqt,-7.9
7wox,5878_config_A_5YW_out1.pdbqt,-7.4
7wox,5881_config_A_5YW_out1.pdbqt,-7.6
7wox,5991_config_A_5YW_out1.pdbqt,-7.9
7wox,60852_config_A_5YW_out1.pdbqt,-4.7
7wox,6230_config_A_5YW_out1.pdbqt,-8.5
7wox,6279_config_A_5YW_out1.pdbqt,-8
7wox,68873_config_A_5YW_out1.pdbqt,-8
7wox,6918141_config_A_5YW_out1.pdbqt,-6.6
7wox,6918182_config_A_5YW_out1.pdbqt,-5.3
7wox,6918446_config_A_5YW_out1.pdbqt,-7.6
7wox,6918602_config_A_5YW_out1.pdbqt,-8.2
7wox,9290_config_A_5YW_out1.pdbqt,-4.7
7wox,9677_config_A_5YW_out1.pdbqt,-7.1
1ayu,11600642_config_A_INA_out1.pdbqt,2.3
1ayv,91458_config_A_IN6_out1.pdbqt,-5.2
1ayv,160254_config_A_IN6_out1.pdbqt,-6.5
1ayv,11600642_config_A_IN6_out1.pdbqt,-5.1
1ayv,5742590_config_A_IN6_out1.pdbqt,-5.7
1ayv,5281807_config_A_IN6_out1.pdbqt,-6.6
1ayv,11629084_config_A_IN6_out1.pdbqt,-6
1ayv,164676_config_A_IN6_out1.pdbqt,-6.5
1fbz,91458_config_A_CC1_out1.pdbqt,-5.4
1fbz,160254_config_B_CC1_out1.pdbqt,-6.1
1fbz,11600642_config_A_CC1_out1.pdbqt,-5.4
1fbz,5742590_config_A_CC1_out1.pdbqt,-6.6
1fbz,5281807_config_A_CC1_out1.pdbqt,-6.3
1fbz,11629084_config_A_CC1_out1.pdbqt,-6.3
1fbz,164676_config_B_CC1_out1.pdbqt,-6.1
1mem,91458_config_A_0D6_out1.pdbqt,-6.1
1mem,160254_config_A_0D6_out1.pdbqt,-7.2
1mem,11600642_config_A_0D6_out1.pdbqt,-5.6
1mem,5742590_config_A_0D6_out1.pdbqt,-8
1mem,5281807_config_A_0D6_out1.pdbqt,-6.9
1mem,11629084_config_A_0D6_out1.pdbqt,-7.7
1mem,164676_config_A_0D6_out1.pdbqt,-7.4
1nav,91458_config_A_IH5_out1.pdbqt,-8.6
1nav,160254_config_A_IH5_out1.pdbqt,-7
1nav,11600642_config_A_IH5_out1.pdbqt,-6.4
1nav,5742590_config_A_IH5_out1.pdbqt,-4.2
1nav,5281807_config_A_IH5_out1.pdbqt,-1.6
1nav,11629084_config_A_IH5_out1.pdbqt,3.7
1nav,164676_config_A_IH5_out1.pdbqt,-7.5
1nax,91458_config_A_IH5_out1.pdbqt,-7.7
1nax,160254_config_A_IH5_out1.pdbqt,-9.2
1nax,11600642_config_A_IH5_out1.pdbqt,-6.7
1nax,5742590_config_A_IH5_out1.pdbqt,4.7
1nax,5281807_config_A_IH5_out1.pdbqt,-2
1nax,11629084_config_A_IH5_out1.pdbqt,3.5
1nax,164676_config_A_IH5_out1.pdbqt,-9.3
1r0e,91458_config_B_DFN_out1.pdbqt,-7.2
1r0e,160254_config_B_DFN_out1.pdbqt,-9.6
1r0e,11600642_config_A_DFN_out1.pdbqt,-6
1r0e,5742590_config_A_DFN_out1.pdbqt,-8.7
1r0e,5281807_config_A_DFN_out1.pdbqt,-9.2
1r0e,11629084_config_B_DFN_out1.pdbqt,-9.5
1r0e,164676_config_B_DFN_out1.pdbqt,-9.9
1s0z,91458_config_A_EB1_out1.pdbqt,-7.8
